Id	biome	traj1	traj2	sp_ives	sp	local_orgmenos1	long	lat	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	AET	NPP	CHMmais2	Centroid Size	Log Centroid Size	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46
39	SV	cladeone	1	Sapajus_libidinosus_8	Sapajus_libidinosus	38	-52.95442857	-12.97857143	1.397940009	2.152225199	1.841447454	3.006594711	2.535250661	2.146059925	2.307224607	2.406051657	2.371854876	2.413059756	2.369743878	3.246818858	2.481398415	0.112021607	1.896836736	2.946984173	1.216992222	2.631911798	1.581709739	1.94596217	-0.155673112	1.333327098	10.6988287	2.368275223	-0.371370599	-0.085597776	-0.195136886	0.153637685	0.025110232	0.07970149	-0.05614356	-0.10124785	-0.044552963	-0.008590719	0.062935348	-0.005229992	0.165008632	-0.021222114	0.203708242	-0.030570324	0.221813454	-0.04846092	0.248180855	-0.119405558	0.172820165	0.016413248	0.142519207	0.020173726	0.109440222	0.026781812	0.073392596	0.030623132	0.02516681	0.029727436	-0.015362033	0.020086591	-0.018907733	-2.64E-04	0.019824006	-0.001782121	0.096700788	-0.010588314	0.128445077	-0.01717853	-0.067119392	0.17008962	-0.48780263	-0.079168056	-0.438669839	-0.017928846
40	SV	cladeone	1	Sapajus_libidinosus_9	Sapajus_libidinosus	39	-36.617	-9.4	1.371067862	1.977723605	1.838849091	3.200576927	2.489958479	2.235528447	2.136720567	2.334453751	2.392696953	2.399673721	2.326335861	3.049992857	2.271841607	1.322219295	1.812913357	2.745074792	1.959041392	1.991226076	2.681241237	1.757720882	-0.389339845	1.113943352	11.43396653	2.436588445	-0.371495871	-0.080039591	-0.190532892	0.148865233	0.017552102	0.082985718	-0.04530209	-0.094160358	-0.041779657	-0.006204781	0.058356773	-0.009245216	0.170394365	-0.019791934	0.208148828	-0.033097353	0.222010833	-0.04609911	0.243640585	-0.107149866	0.177362182	0.016059886	0.149293747	0.016913963	0.112938181	0.020959372	0.06631302	0.031596203	0.012569834	0.029042369	-0.019183404	0.019527161	-0.019127983	-0.006049199	0.008056453	-0.00896762	0.100973723	-0.013898834	0.138542701	-0.019236033	-0.068616053	0.172823556	-0.484531563	-0.074084187	-0.445583813	-0.02074938
41	SV	cladeone	1	Sapajus_libidinosus_10	Sapajus_libidinosus	40	-45.317	-4.033	1.436162647	2.004321374	1.903089987	2.743509765	2.530199698	2.330413773	2.096910013	2.431363764	2.439332694	2.44870632	2.426511261	3.208978517	2.534026106	1.204119983	1.934498451	2.960946196	1.77815125	2.021189299	2.705863712	1.928926626	-0.225483013	1.079181246	11.52701824	2.444693692	-0.380114874	-0.081871662	-0.199164697	0.154919644	0.02258973	0.073799969	-0.063379061	-0.101376308	-0.036810987	-0.007570702	0.065414575	-0.005215629	0.161870739	-0.01867616	0.200320903	-0.033623774	0.214457945	-0.045094838	0.238870415	-0.108567295	0.175640291	0.020692836	0.144301322	0.019289412	0.112054173	0.022536428	0.079071282	0.027084559	0.031895859	0.02561441	-0.008011975	0.021096253	-0.010895997	-7.64E-04	0.024531739	-4.95E-04	0.098426182	-0.009351061	0.128107026	-0.019062028	-0.068304465	0.167219615	-0.488946001	-0.077900555	-0.441924124	-0.022684469
45	AF	cladetwo	0	Sapajus_nigritus_1	Sapajus_nigritus	44	-51.767	-27.417	1.264817823	2.056904851	1.740362689	3.499274582	2.456366033	1.908485019	2.311753861	2.235528447	2.250420002	2.346352974	2.155336037	3.229681842	2.303196057	2.053078443	1.278753601	2.7084209	2.565847819	2.650307523	2.565847819	1.837791645	0.045714036	1.322219295	12.51750611	2.527128153	-0.386013278	-0.083474338	-0.22154979	0.138189509	0.028426325	0.076081009	-0.083791614	-0.10079314	-0.036388117	-0.002221283	0.074217923	-5.81E-04	0.158235673	-0.025962897	0.18866462	-0.037653016	0.204999399	-0.056078401	0.228334628	-0.119389169	0.171817544	0.02346622	0.153428127	0.019704149	0.120040978	0.026474734	0.087179849	0.030405609	0.040447386	0.032587356	-0.003762521	0.025268316	-0.008246916	0.003741181	0.032266325	0.003646327	0.106038677	-0.00729547	0.135000051	-0.015163591	-0.071601994	0.173609307	-0.471138684	-0.079679807	-0.446604591	-0.024881562
46	AF	cladetwo	0	Sapajus_nigritus_2	Sapajus_nigritus	45	-51.983	-26.483	1.201397124	2.100370545	1.763427994	3.491641793	2.419955748	1.672097858	2.334453751	2.158362492	2.257678575	2.29666519	2.079181246	3.287577809	2.326335861	2.017033339	1.301029996	2.749736316	2.646403726	2.677606953	2.660865478	1.813410847	0.059184628	0.301029996	11.76993341	2.465548264	-0.358549369	-0.082785082	-0.194707102	0.157930765	0.014455336	0.078157309	-0.034966623	-0.10750729	-0.056706012	-0.015478927	0.063586491	-0.005497281	0.154246973	-0.027811284	0.211505989	-0.037931428	0.2220026	-0.048286629	0.24449601	-0.118078805	0.181585456	0.016739954	0.145771084	0.021096905	0.109789879	0.028029867	0.072181043	0.032902401	0.021728868	0.032602677	-0.022942543	0.017957014	-0.025953419	-0.001173001	0.017540508	-0.001039291	0.099947643	-0.00771614	0.133867206	-0.013021221	-0.068728326	0.174777279	-0.488678252	-0.074444411	-0.441473441	-0.01942338
47	AF	cladetwo	0	Sapajus_nigritus_3	Sapajus_nigritus	46	-48.65	-25.833	1.315970345	1.875061263	1.672097858	3.448860846	2.459392488	2.113943352	2.198657087	2.385606274	2.23299611	2.385606274	2.23299611	3.296006669	2.45331834	1.924279286	1.612783857	2.911690159	2.42975228	2.911690159	2.42975228	1.920268407	0.035429753	0.301029996	12.5716467	2.531444016	-0.359516304	-0.086764116	-0.197367061	0.141369935	0.009587974	0.082956551	-0.058028203	-0.098951115	-0.051613383	-0.010058465	0.070640588	-0.001267602	0.158157013	-0.024526993	0.198915227	-0.036039027	0.212252599	-0.046096218	0.231200923	-0.118034495	0.180237984	0.016506092	0.154075143	0.014396133	0.118801418	0.022162926	0.078608213	0.030125958	0.030314172	0.029612153	-0.016499749	0.021989898	-0.018818451	-4.68E-04	0.025557871	-8.50E-04	0.104915704	-0.007585452	0.138752196	-0.015996471	-0.073798641	0.182152491	-0.483288215	-0.080704869	-0.45308702	-0.013929101
48	AF	cladetwo	0	Sapajus_nigritus_4	Sapajus_nigritus	47	-52.4	-25.4	1.243038049	2.089905111	1.77815125	3.482015576	2.436162647	1.832508913	2.311753861	2.322219295	2.250420002	2.322219295	2.127104798	3.254064453	2.290034611	2.017033339	1.322219295	2.711807229	2.582063363	2.711807229	2.618048097	1.809224289	-0.109578976	0.301029996	10.27809407	2.330014841	-0.347421841	-0.087971767	-0.1805361	0.145703908	0.023868018	0.083011502	-0.062961236	-0.102558229	-0.060159654	-0.007987139	0.060201941	-0.003739046	0.162152259	-0.028633979	0.206992393	-0.03825038	0.220932166	-0.047831596	0.250645544	-0.117039319	0.195725448	0.013109308	0.155187978	0.024342563	0.111274945	0.030572197	0.07090836	0.035226333	0.014327102	0.033999696	-0.035247989	0.019753905	-0.038952835	-0.006274314	0.007068199	8.85E-04	0.100578891	-0.003877731	0.138008788	-0.017708703	-0.06051652	0.171828398	-0.494645329	-0.080608432	-0.437430527	-0.01595255
49	AF	cladetwo	0	Sapajus_nigritus_5	Sapajus_nigritus	48	-49.95	-24.667	1.225309282	2.068185862	1.763427994	3.418301291	2.418301291	1.792391689	2.301029996	2.298853076	2.1430148	2.303196057	2.123851641	3.184975191	2.292256071	1.886490725	1.414973348	2.711807229	2.437750563	2.697229343	2.488550717	1.807422017	0.037027875	1.204119983	11.21155958	2.416945352	-0.354652331	-0.089076703	-0.19474996	0.156800467	0.015022153	0.086157812	-0.05817323	-0.099397298	-0.047202066	-0.009763094	0.058692141	-0.008393779	0.168432704	-0.021705063	0.200676518	-0.033072745	0.217046094	-0.045472308	0.246080793	-0.116746655	0.177212797	0.018258422	0.153029602	0.010902285	0.116366565	0.022897965	0.075520806	0.028641425	0.025721089	0.028783267	-0.018156982	0.019609837	-0.020933937	0.003297166	0.018272194	-0.001305986	0.095611902	-0.011136694	0.130102221	-0.019557743	-0.072560764	0.176348026	-0.494015628	-0.082432259	-0.437342681	-0.013636344
50	AF	cladetwo	0	Sapajus_nigritus_6	Sapajus_nigritus	49	-46.783	-24.183	1.359835482	1.892094603	1.707570176	3.384174139	2.478566496	2.176091259	2.178976947	2.414973348	2.29666519	2.414973348	2.29666519	3.330413773	2.463892989	1.919078092	1.612783857	2.929418926	2.42975228	2.929418926	2.42975228	1.89610439	0.0517312	0.301029996	12.03656927	2.480102908	-0.362304081	-0.083435873	-0.205052021	0.148984877	0.019719998	0.079957389	-0.057032312	-0.104198204	-0.0468684	-0.006848195	0.065614224	-0.002872119	0.15958468	-0.025090558	0.20371477	-0.034626302	0.216301358	-0.043578914	0.251947866	-0.113700999	0.177504777	0.012337116	0.146764318	0.016258761	0.113734576	0.023243741	0.077624782	0.029934126	0.027979059	0.031718286	-0.015107551	0.023497263	-0.019390825	-9.91E-05	0.021765879	4.69E-04	0.098310104	-0.011812595	0.131224388	-0.017909684	-0.077607206	0.16654644	-0.490162414	-0.077119793	-0.438265972	-0.011655067
51	AF	cladetwo	0	Sapajus_nigritus_7	Sapajus_nigritus	50	-50.15033333	-23.883	1.293322346	2.047866016	1.775511509	3.426304667	2.451860737	1.985573199	2.270170699	2.356688541	2.226746072	2.358136202	2.205411293	3.231948003	2.360124976	1.843727492	1.589957301	2.794631338	2.397359788	2.79292217	2.445281126	1.897014433	0.039504831	1.286279284	11.99962504	2.483096864	-0.362109949	-0.08515433	-0.197470285	0.145333484	0.008621129	0.08379955	-0.060007034	-0.102847058	-0.048527645	-0.007554534	0.065993814	-0.002706733	0.156380164	-0.023893909	0.206886474	-0.03526062	0.220639101	-0.051160206	0.247301924	-0.121737815	0.17668275	0.01510191	0.149253598	0.017893648	0.116144555	0.025825945	0.079422801	0.031446536	0.028995577	0.031568237	-0.014854139	0.023980393	-0.017707474	0.001806035	0.022343129	0.00339717	0.099145184	-0.009519752	0.13081827	-0.015587819	-0.079749916	0.165680551	-0.485748911	-0.077941977	-0.442453118	-0.012468708
52	AF	cladetwo	0	Sapajus_nigritus_8	Sapajus_nigritus	51	-53.317	-23.75	1.318063335	2.113943352	1.792391689	3.446692466	2.485721426	1.995635195	2.315970345	2.380211242	2.260071388	2.380211242	2.227886705	3.176958981	2.222716471	1.819543936	1.380211242	2.665580991	2.437750563	2.665580991	2.515873844	1.887612819	-0.170696219	0.301029996	10.85096347	2.384253875	-0.351556809	-0.087785417	-0.198594311	0.148528726	0.008552527	0.086247693	-0.05684175	-0.105139532	-0.048993411	-0.008114628	0.060598886	-0.008269241	0.167171608	-0.028366865	0.191427952	-0.03599903	0.213322549	-0.055410903	0.233391151	-0.122694593	0.189618671	0.014590937	0.157310364	0.014729706	0.118841011	0.028465872	0.081222025	0.035492012	0.027985973	0.041999512	-0.01980586	0.02603501	-0.023566142	-0.003897181	0.016699753	-2.62E-04	0.102672605	-0.005460415	0.141893697	-0.009213756	-0.079251583	0.169536597	-0.491981252	-0.079376863	-0.440117655	-0.015635766
53	AF	cladetwo	0	Sapajus_nigritus_9	Sapajus_nigritus	52	-45.883	-23.733	1.356025857	1.880813592	1.716003344	3.357934847	2.46686762	2.173186268	2.158362492	2.408239965	2.294466226	2.408239965	2.294466226	3.413634997	2.523746467	1.982271233	1.579783597	2.980003372	2.50242712	2.980003372	2.50242712	1.971196964	0.039414131	1.301029996	12.03901343	2.485944994	-0.367191959	-0.082956682	-0.194638407	0.148461971	0.016710916	0.087348752	-0.050105034	-0.107134178	-0.054602563	-0.005842035	0.061020928	-0.005925226	0.164800833	-0.022730122	0.202644135	-0.029793081	0.224657552	-0.050001736	0.252389176	-0.119999802	0.180088307	0.009949476	0.148803371	0.014955109	0.112353833	0.023860954	0.07213669	0.030201252	0.022659552	0.034364429	-0.022759687	0.023100431	-0.027205799	-8.68E-04	0.016089596	0.001521778	0.099777995	-0.009833359	0.132171345	-0.017695	-0.072169518	0.174221884	-0.48250705	-0.076321955	-0.435124212	-0.018885321
54	AF	cladetwo	0	Sapajus_nigritus_10	Sapajus_nigritus	53	-46.633	-23.533	1.271841607	1.995635195	1.785329835	3.328175661	2.423245874	2.012837225	2.209515015	2.328379603	2.204119983	2.330413773	2.204119983	3.134177108	2.350248018	1.544068044	1.755874856	2.794488047	2.11058971	2.768638101	2.11058971	1.855935678	0.031004282	0.301029996	11.26014455	2.42126946	-0.373295333	-0.086330457	-0.173174537	0.140514562	0.013444967	0.082561326	-0.05391171	-0.109768803	-0.055924294	-2.55E-04	0.057017168	9.03E-04	0.167029904	-0.026743337	0.216127298	-0.036691298	0.226177759	-0.049130522	0.258798901	-0.122124441	0.184469025	0.011675976	0.146376851	0.018919017	0.107464775	0.030000114	0.066763066	0.033478748	0.015844921	0.035374653	-0.026257693	0.02994096	-0.029977494	0.003673807	0.010796046	0.004868388	0.095544395	-0.006784654	0.13146506	-0.019518599	-0.064603827	0.160826829	-0.482353517	-0.080317359	-0.437821733	-0.015073015
55	AF	cladetwo	0	Sapajus_nigritus_11	Sapajus_nigritus	54	-46.4	-23.533	1.250420002	1.982271233	1.763427994	3.353531559	2.404833717	1.959041392	2.212187604	2.311753861	2.170261715	2.31386722	2.170261715	3.154423973	2.367355921	1.544068044	1.770852012	2.810904281	2.096910013	2.802773725	2.096910013	1.814432721	0.031004282	0.301029996	12.64410442	2.537191053	-0.388789204	-0.080958031	-0.210682623	0.135793382	0.027248361	0.068227626	-0.052592424	-0.100760416	-0.04014002	-8.16E-05	0.068254202	-0.002560978	0.159909175	-0.018800487	0.200203181	-0.03592224	0.212493792	-0.047615836	0.235966921	-0.119122174	0.17564688	0.01857904	0.145366046	0.019664894	0.113920988	0.025031282	0.081753871	0.030834087	0.034458127	0.028453339	-0.006346853	0.02208592	-0.014086723	0.002618535	0.028172235	0.003917927	0.099126507	-0.01014928	0.129190466	-0.013879352	-0.073507887	0.168007886	-0.475371575	-0.0757919	-0.450193443	-0.017571636
56	AF	cladetwo	0	Sapajus_nigritus_12	Sapajus_nigritus	55	-46.683	-23.45	1.243038049	2.008600172	1.785329835	3.341434525	2.403120521	1.934498451	2.222716471	2.303196057	2.164352856	2.305351369	2.164352856	3.149834697	2.374748346	1.544068044	1.77815125	2.819543936	2.089905111	2.786751422	2.089905111	1.842490674	0.031004282	0.301029996	11.76319698	2.464975758	-0.358913686	-0.082732491	-0.182866835	0.140712738	0.022703845	0.076245959	-0.04642604	-0.111430134	-0.06098572	-0.008184054	0.055885238	0.001969185	0.158898378	-0.022071961	0.21989957	-0.037512605	0.242290733	-0.051492244	0.273178391	-0.121880404	0.178115192	0.013521317	0.142752199	0.022115271	0.104500262	0.030502498	0.061027119	0.033099449	0.01177959	0.035199873	-0.032332979	0.020712776	-0.032458383	-0.001726375	0.010588928	0.00182303	0.091703918	-0.006269712	0.126825931	-0.012435798	-0.063196416	0.16256439	-0.490126628	-0.074130326	-0.432842606	-0.00860038
57	AF	cladetwo	0	Sapajus_nigritus_13	Sapajus_nigritus	56	-53.167	-22.717	1.356025857	2.11058971	1.812913357	3.388278863	2.501059262	2.075546961	2.29666519	2.387389826	2.315970345	2.403120521	2.283301229	3.102090526	2.240549248	1.505149978	1.602059991	2.663700925	2.193124598	2.646403726	2.326335861	1.963978954	-0.08937559	1.113943352	10.94290046	2.392690886	-0.359377257	-0.084348698	-0.199861635	0.157679092	0.003657662	0.078833984	-0.069691927	-0.099038474	-0.054873453	-0.010085833	0.06254557	-0.009766003	0.165680384	-0.027087375	0.198415614	-0.034027631	0.215407064	-0.04146535	0.239729581	-0.113803587	0.182641249	0.020422562	0.158342448	0.019383067	0.121217582	0.026901186	0.085525011	0.035699489	0.032638937	0.035900781	-0.013234516	0.021048251	-0.016011591	-0.004392409	0.023650913	-0.003178394	0.097970134	-0.017188489	0.132467063	-0.022855596	-0.080338862	0.164728696	-0.487391669	-0.078957485	-0.439108304	-0.014401785
58	AF	cladetwo	0	Sapajus_nigritus_14	Sapajus_nigritus	57	-53.167	-22.717	1.356025857	2.11058971	1.812913357	3.388278863	2.501059262	2.075546961	2.29666519	2.387389826	2.315970345	2.403120521	2.283301229	3.102090526	2.240549248	1.505149978	1.602059991	2.663700925	2.193124598	2.646403726	2.326335861	1.963978954	-0.08937559	1.113943352	13.23403895	2.582792218	-0.368455143	-0.085212149	-0.221693516	0.16770968	0.005930528	0.103094928	-0.062194344	-0.094706754	-0.032525973	-0.011701452	0.073932573	-0.009646208	0.15520073	-0.027050963	0.185808404	-0.031453155	0.204623346	-0.047142703	0.227909144	-0.107033473	0.177847535	0.016689053	0.151225353	0.010605392	0.118880517	0.014110188	0.085369112	0.015667384	0.040240964	0.025180778	2.91E-04	0.018039337	-0.003925776	-0.006081059	0.032578396	-0.004119769	0.107100524	-0.015575856	0.135323906	-0.019775213	-0.092475834	0.188053568	-0.476489832	-0.081029345	-0.444501512	-0.01862221
59	AF	cladetwo	0	Sapajus_nigritus_15	Sapajus_nigritus	58	-44.583	-22.45	1.276461804	2.08278537	1.792391689	3.355834496	2.434568904	1.892094603	2.28780173	2.330413773	2.195899652	2.33243846	2.195899652	3.198106999	2.447158031	1.361727836	1.857332496	2.898176483	1.908485019	2.866287339	1.908485019	1.774614046	0.055760451	1.462397998	10.56260282	2.357319727	-0.373578824	-0.090305433	-0.185492702	0.146387923	0.020174254	0.084485162	-0.051905213	-0.110929304	-0.052249795	-0.009888345	0.058549165	2.01E-04	0.163941514	-0.026703902	0.207241565	-0.034968082	0.221082213	-0.043909366	0.255638755	-0.115852627	0.183370145	0.010454798	0.150067005	0.019822808	0.109991841	0.030265346	0.072090196	0.037035855	0.017219098	0.034694804	-0.026699844	0.016706826	-0.026781764	-0.00594862	0.015082241	0.001671238	0.094554496	-0.01014538	0.129284985	-0.016843579	-0.065294489	0.170312498	-0.491281697	-0.085747709	-0.425003143	-7.96E-04
60	AF	cladetwo	0	Sapajus_nigritus_16	Sapajus_nigritus	59	-44.583	-22.45	1.276461804	2.08278537	1.792391689	3.355834496	2.434568904	1.892094603	2.28780173	2.330413773	2.195899652	2.33243846	2.195899652	3.198106999	2.447158031	1.361727836	1.857332496	2.898176483	1.908485019	2.866287339	1.908485019	1.774614046	0.055760451	1.462397998	12.652774	2.53787648	-0.370706418	-0.083699763	-0.212766492	0.151013817	0.020447922	0.086229878	-0.063382089	-0.103011683	-0.029645635	-0.002124286	0.074460688	-0.007163935	0.158499355	-0.018580893	0.188030766	-0.024800534	0.207188723	-0.051730337	0.224692674	-0.115440627	0.164770141	0.020378711	0.145426549	0.019345617	0.118533262	0.022143823	0.086735504	0.025715	0.04090118	0.022547848	-4.04E-04	0.015934249	-0.005032162	-0.001853339	0.035480246	-0.001297761	0.103214244	-0.014496367	0.131209842	-0.021446738	-0.078994753	0.182106585	-0.483504494	-0.078213923	-0.455155053	-0.021555341
61	AF	cladetwo	0	Sapajus_nigritus_17	Sapajus_nigritus	60	-52.617	-22.283	1.361727836	2.096910013	1.806179974	3.386142109	2.499687083	2.089905111	2.285557309	2.408239965	2.322219295	2.408239965	2.290034611	3.077004327	2.201397124	1.491361694	1.633468456	2.658964843	2.146128036	2.658964843	2.252853031	1.937338327	-0.164943889	1.079181246	11.34699598	2.425947152	-0.369611457	-0.083151775	-0.197728122	0.143856993	0.024922266	0.077862559	-0.050149792	-0.105901345	-0.052768917	-0.006467446	0.062513089	-0.001457411	0.162912293	-0.026282489	0.204137364	-0.037923008	0.217198215	-0.049595264	0.24605113	-0.119145992	0.181540711	0.014899645	0.149391743	0.02047201	0.112073843	0.0291007	0.075690952	0.034885717	0.027811089	0.03623097	-0.018180335	0.02692686	-0.023444687	7.49E-04	0.018896161	0.002653044	0.096743903	-0.009200716	0.130203746	-0.016945913	-0.071212385	0.163455579	-0.486741724	-0.076192992	-0.440249085	-0.018828239
62	AF	cladetwo	0	Sapajus_nigritus_18	Sapajus_nigritus	61	-48.767	-22.183	1.326335861	2.093421685	1.806179974	3.375114685	2.472756449	2.021189299	2.283301229	2.376576957	2.255272505	2.376576957	2.252853031	3.076640444	2.338456494	1.342422681	1.826074803	2.773786445	1.959041392	2.773786445	2.045322979	1.927566922	-0.114073664	1.079181246	12.6232156	2.535537627	-0.374195787	-0.080573971	-0.211955318	0.141689361	0.018926952	0.102216597	-0.055630199	-0.103032543	-0.034853881	-0.011519471	0.070074204	-0.0064414	0.16033083	-0.022253487	0.199855421	-0.035944442	0.209974951	-0.046307728	0.241992133	-0.119925941	0.168461594	0.011865559	0.139215094	0.018598439	0.109428082	0.022343517	0.078772713	0.023856785	0.035181013	0.024479756	-0.007637006	0.017479038	-0.007513726	-0.00301096	0.028962641	-0.001769598	0.103974021	-0.011143536	0.136471737	-0.013505965	-0.087054998	0.182908569	-0.475520909	-0.073704189	-0.447259559	-0.016304392
63	AF	cladetwo	0	Sapajus_nigritus_19	Sapajus_nigritus	62	-49.733	-21.667	1.33243846	2.103803721	1.806179974	3.388456453	2.477121255	2.017033339	2.292256071	2.383815366	2.260071388	2.383815366	2.255272505	3.10002573	2.320146286	1.397940009	1.785329835	2.770115295	2.029383778	2.770115295	2.149219113	1.947568511	-0.076755981	0.301029996	11.4334175	2.434746105	-0.363185103	-0.086677294	-0.200718051	0.154436889	0.021889619	0.078287596	-0.053769091	-0.103370808	-0.048563216	-0.004675766	0.064839549	-6.02E-04	0.163259006	-0.025422839	0.200369852	-0.037174598	0.216448134	-0.051963392	0.243354509	-0.120726491	0.180225939	0.014122675	0.149281356	0.019410583	0.113599776	0.027635448	0.074535159	0.032972232	0.024459895	0.032285399	-0.020336688	0.023576782	-0.021561174	-1.33E-04	0.020338413	0.001494899	0.100055004	-0.007855751	0.133307759	-0.015697071	-0.071127609	0.168344402	-0.487647947	-0.079996261	-0.439055091	-0.018271021
64	AF	cladetwo	0	Sapajus_nigritus_20	Sapajus_nigritus	63	-49.933	-21.45	1.342422681	2.103803721	1.812913357	3.379305518	2.481442629	2.033423755	2.290034611	2.389166084	2.271841607	2.389166084	2.267171728	3.084933575	2.336459734	1.278753601	1.812913357	2.769377326	1.944482672	2.769377326	2.068185862	1.950593634	-0.076755981	0.301029996	11.2442976	2.417879044	-0.369953275	-0.085790994	-0.188343627	0.147113561	0.026316687	0.076954729	-0.053649424	-0.103320987	-0.047538264	-0.006951425	0.062046592	-5.31E-04	0.163328557	-0.020969348	0.206517624	-0.032865174	0.221772485	-0.048438387	0.24928146	-0.119319857	0.177702646	0.01660696	0.14548959	0.019224729	0.108583015	0.025463181	0.071269646	0.031273954	0.022221497	0.031689405	-0.020311593	0.021579815	-0.022942481	0.001115602	0.016777429	0.00162123	0.096130647	-0.009151178	0.131636473	-0.014447113	-0.064901719	0.163908421	-0.489114427	-0.079035635	-0.442319538	-0.015729999
65	AF	cladetwo	0	Sapajus_nigritus_21	Sapajus_nigritus	64	-47.417	-20.533	1.294466226	1.949390007	1.806179974	3.112269768	2.414973348	2.086359831	2.139879086	2.311753861	2.264817823	2.315970345	2.245512668	3.193958978	2.450249108	1.204119983	1.86923172	2.892094603	1.73239376	2.620136055	1.929418926	1.884725703	-0.095825639	0.301029996	10.95972101	2.389074052	-0.371106948	-0.084698971	-0.198915376	0.145971784	0.027017838	0.072988713	-0.060384989	-0.106644966	-0.050463336	-0.00298742	0.059984942	-0.001355668	0.166509532	-0.020809224	0.20591548	-0.035807581	0.221926143	-0.052838453	0.251740854	-0.124204582	0.182514729	0.012979594	0.147932668	0.021172798	0.111221214	0.028651741	0.072585083	0.032356263	0.022587782	0.033486499	-0.020382565	0.026104325	-0.024982036	0.00270293	0.016217157	0.005559663	0.095487112	-0.00770134	0.130048416	-0.013967365	-0.068052783	0.165314134	-0.480837412	-0.078216636	-0.436563506	-0.018056235
66	AF	cladetwo	0	Sapajus_nigritus_22	Sapajus_nigritus	65	-47.783	-20.333	1.350248018	2.06069784	1.826074803	3.224274014	2.46686762	2.089905111	2.230448921	2.374748346	2.301029996	2.376576957	2.29666519	3.172894698	2.477121255	0.954242509	1.903089987	2.893206753	1.643452676	2.861534411	1.851258349	1.92954509	-0.095825639	0.301029996	11.2358124	2.418035474	-0.370608392	-0.083791272	-0.192433436	0.148765648	0.02068468	0.077725202	-0.056199301	-0.104600261	-0.04644344	-0.002306864	0.064264089	0.001206843	0.166080311	-0.023169968	0.203228711	-0.033549323	0.222297973	-0.055496733	0.248538997	-0.110457288	0.177434733	0.010331223	0.145770064	0.01432004	0.111622205	0.024095607	0.076721845	0.032440119	0.025758627	0.034112929	-0.018840344	0.022241201	-0.021700902	0.005047032	0.019140517	0.005010975	0.095781909	-0.010058145	0.129759585	-0.014851406	-0.070958236	0.160333189	-0.486672945	-0.078599682	-0.443227251	-0.018749064
67	AF	cladetwo	0	Sapajus_nigritus_23	Sapajus_nigritus	66	-40.517	-20.1	1.383815366	1.959041392	1.792391689	3.22762965	2.499687083	2.23299611	2.161368002	2.409933123	2.344392274	2.421603927	2.344392274	3.06069784	2.285557309	1.602059991	1.707570176	2.710963119	2.146128036	2.51851394	2.146128036	1.879303502	-0.070581062	1.230448921	12.12548417	2.495309367	-0.364398156	-0.082192675	-0.20398969	0.146155679	0.017751749	0.081010145	-0.050851197	-0.106184363	-0.047965787	-0.001337118	0.061518977	-0.008725686	0.163027216	-0.023120979	0.205280524	-0.031695545	0.223045817	-0.049276232	0.254521559	-0.122072289	0.181860601	0.011968165	0.148499871	0.021862458	0.112117426	0.029739436	0.073753011	0.034279626	0.025501596	0.032448163	-0.019275358	0.023059499	-0.023620012	-2.45E-04	0.018891505	-0.003286509	0.095095275	-0.013493668	0.126184478	-0.019157117	-0.076315459	0.168361571	-0.479110799	-0.075368967	-0.441523147	-0.012729069
68	AF	cladetwo	0	Sapajus_nigritus_24	Sapajus_nigritus	67	-42.467	-19.983	1.367355921	2.08278537	1.806179974	3.308564414	2.505149978	2.117271296	2.276461804	2.397940009	2.311753861	2.408239965	2.311753861	3.047664195	2.315970345	1.079181246	1.892094603	2.78604121	1.62324929	2.645422269	1.755874856	1.864365692	-0.017728776	1.204119983	10.598322	2.360695686	-0.350340984	-0.092234067	-0.194704575	0.155089278	3.28E-04	0.083301851	-0.060752327	-0.105489077	-0.051128765	-0.004753673	0.067455494	-0.002251523	0.157411441	-0.027540799	0.197882967	-0.03971673	0.214111158	-0.048759005	0.234589923	-0.128541707	0.187309129	0.015109953	0.154985135	0.019147036	0.11619731	0.028966959	0.07985886	0.034135567	0.029651576	0.033740206	-0.016141827	0.023157919	-0.019390541	0.005241291	0.02355337	0.005135638	0.102241765	-0.010946749	0.133925348	-0.018567976	-0.075946092	0.176570387	-0.495406907	-0.083785202	-0.435689805	-0.017009576
