Bioma,Specie,Sesso,analisar,local,ordemTPS,long,lat,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,AET,NPP,CHMmais2
SV,Sapajus_cay,M,y,30,85,-57.65,-19,1.401400541,2.029383778,1.819543936,3.331427297,2.51851394,2.225309282,2.209515015,2.434568904,2.352182518,2.434568904,2.344392274,3.032618761,2.255272505,1.414973348,1.755874856,2.669316881,1.939519253,2.658964843,2.06069784,1.924612629,-0.289882626,0.301029996
SV,Sapajus_cay,F,y,31,86,-54.75,-18.483,1.404833717,2.089905111,1.812913357,3.25163822,2.527629901,2.176091259,2.271841607,2.424881637,2.374748346,2.432969291,2.356025857,3.171141151,2.394451681,1.380211242,1.799340549,2.843232778,1.973127854,2.53529412,2.117271296,2.009884133,-0.089909442,1.113943352
AM,Sapajus_apella,F,y,17,87,-43.35,-2.55,1.434568904,1.929418926,1.908485019,2.736396502,2.514547753,2.348304863,2.017033339,2.424881637,2.445604203,2.445604203,2.424881637,3.229681842,2.552668216,0.77815125,1.959041392,2.986323777,1.361727836,1.361727836,2.986323777,1.945387343,-0.282329485,1.176091259
SV,Sapajus_cay,F,y,27,88,-52.033,-21.25,1.365487985,2.08278537,1.812913357,3.361727836,2.491361694,2.096910013,2.267171728,2.408239965,2.303196057,2.408239965,2.298853076,3.063708559,2.292256071,1.322219295,1.763427994,2.718501689,1.934498451,2.718501689,2.10720997,1.942457005,-0.258848402,0.301029996
SV,Sapajus_cay,F,y,27,89,-52.033,-21.25,1.365487985,2.08278537,1.812913357,3.361727836,2.491361694,2.096910013,2.267171728,2.408239965,2.303196057,2.408239965,2.298853076,3.063708559,2.292256071,1.322219295,1.763427994,2.718501689,1.934498451,2.718501689,2.10720997,1.942457005,-0.258848402,0.301029996
SV,Sapajus_libidinosus,F,y,37,90,-52.35,-14.683,1.397940009,2.133538908,1.84509804,3.116939647,2.525044807,2.152288344,2.285557309,2.409933123,2.36361198,2.418301291,2.361727836,3.175511813,2.439332694,0.602059991,1.908485019,2.871572936,1.176091259,2.593286067,1.612783857,1.932817619,-0.132532519,0.301029996
SV,Sapajus_libidinosus,M,y,39,91,-52.883,-13.1,1.397940009,2.149219113,1.84509804,3.013258665,2.532754379,2.149219113,2.301029996,2.40654018,2.371067862,2.413299764,2.369215857,3.231214648,2.465382851,0.001,1.897627091,2.932980822,1.176091259,2.614897216,1.568201724,1.938968307,-0.158640526,1.342422681
SV,Sapajus_libidinosus,M,y,38,92,-52.75,-13.283,1.392696953,2.146128036,1.84509804,3.032215703,2.527629901,2.1430148,2.29666519,2.401400541,2.36361198,2.408239965,2.361727836,3.212187604,2.44870632,0.001,1.903089987,2.912753304,1.079181246,2.598790507,1.544068044,1.938968307,-0.158640526,1.146128036
SV,Sapajus_libidinosus,M,y,39,93,-52.883,-13.1,1.397940009,2.149219113,1.84509804,3.013258665,2.532754379,2.149219113,2.301029996,2.40654018,2.371067862,2.413299764,2.369215857,3.231214648,2.465382851,0.001,1.897627091,2.932980822,1.176091259,2.614897216,1.568201724,1.938968307,-0.158640526,1.342422681
SV,Sapajus_libidinosus,F,y,39,94,-52.883,-13.1,1.397940009,2.149219113,1.84509804,3.013258665,2.532754379,2.149219113,2.301029996,2.40654018,2.371067862,2.413299764,2.369215857,3.231214648,2.465382851,0.001,1.897627091,2.932980822,1.176091259,2.614897216,1.568201724,1.938968307,-0.158640526,1.342422681
SV,Sapajus_libidinosus,F,y,38,95,-52.75,-13.283,1.392696953,2.146128036,1.84509804,3.032215703,2.527629901,2.1430148,2.29666519,2.401400541,2.36361198,2.408239965,2.361727836,3.212187604,2.44870632,0.001,1.903089987,2.912753304,1.079181246,2.598790507,1.544068044,1.938968307,-0.158640526,1.146128036
SV,Sapajus_libidinosus,M,y,39,96,-52.883,-13.1,1.397940009,2.149219113,1.84509804,3.013258665,2.532754379,2.149219113,2.301029996,2.40654018,2.371067862,2.413299764,2.369215857,3.231214648,2.465382851,0.001,1.897627091,2.932980822,1.176091259,2.614897216,1.568201724,1.938968307,-0.158640526,1.342422681
SV,Sapajus_libidinosus,F,y,39,97,-52.883,-13.1,1.397940009,2.149219113,1.84509804,3.013258665,2.532754379,2.149219113,2.301029996,2.40654018,2.371067862,2.413299764,2.369215857,3.231214648,2.465382851,0.001,1.897627091,2.932980822,1.176091259,2.614897216,1.568201724,1.938968307,-0.158640526,1.342422681
SV,Sapajus_libidinosus,M,y,39,98,-53.383,-12.25,1.397940009,2.170261715,1.819543936,2.966610987,2.550228353,2.127104798,2.344392274,2.403120521,2.376576957,2.411619706,2.372912003,3.340444115,2.5774918,0.77815125,1.892094603,3.031004281,1.462397998,2.733999287,1.662757832,1.987925349,-0.13786863,1.278753601
SV,Sapajus_libidinosus,F,y,39,99,-52.883,-13.1,1.397940009,2.149219113,1.84509804,3.013258665,2.532754379,2.149219113,2.301029996,2.40654018,2.371067862,2.413299764,2.369215857,3.231214648,2.465382851,0.001,1.897627091,2.932980822,1.176091259,2.614897216,1.568201724,1.938968307,-0.158640526,1.342422681
AF,Sapajus_xanthosternos,M,n,81,100,-40.167,-10.45,1.367355921,2.012837225,1.851258349,3.163161375,2.488550717,2.214843848,2.158362492,2.383815366,2.365487985,2.392696953,2.326335861,2.889861721,2.008600172,1.322219295,1.544068044,2.426511261,1.959041392,2.401400541,2.298853076,1.707731951,-0.600326301,0.301029996
AF,Sapajus_xanthosternos,M,n,81,101,-40.167,-10.45,1.367355921,2.012837225,1.851258349,3.163161375,2.488550717,2.214843848,2.158362492,2.383815366,2.365487985,2.392696953,2.326335861,2.889861721,2.008600172,1.322219295,1.544068044,2.426511261,1.959041392,2.401400541,2.298853076,1.707731951,-0.600326301,0.301029996
AF,Sapajus_xanthosternos,Indefinito,n,81,102,-40.167,-10.45,1.367355921,2.012837225,1.851258349,3.163161375,2.488550717,2.214843848,2.158362492,2.383815366,2.365487985,2.392696953,2.326335861,2.889861721,2.008600172,1.322219295,1.544068044,2.426511261,1.959041392,2.401400541,2.298853076,1.707731951,-0.600326301,0.301029996
AF,Sapajus_xanthosternos,M,n,81,103,-40.167,-10.45,1.367355921,2.012837225,1.851258349,3.163161375,2.488550717,2.214843848,2.158362492,2.383815366,2.365487985,2.392696953,2.326335861,2.889861721,2.008600172,1.322219295,1.544068044,2.426511261,1.959041392,2.401400541,2.298853076,1.707731951,-0.600326301,0.301029996
AF,Sapajus_robustus,M,y,74,104,-40.1,-19.2,1.380211242,1.973127854,1.806179974,3.202760687,2.495544338,2.222716471,2.164352856,2.403120521,2.344392274,2.416640507,2.340444115,3.080265627,2.264817823,1.568201724,1.698970004,2.722633923,2.149219113,2.562292864,2.152288344,1.962873446,-0.070070434,1.146128036
AF,Sapajus_robustus,F,y,74,105,-40.1,-19.2,1.380211242,1.973127854,1.806179974,3.202760687,2.495544338,2.222716471,2.164352856,2.403120521,2.344392274,2.416640507,2.340444115,3.080265627,2.264817823,1.568201724,1.698970004,2.722633923,2.149219113,2.562292864,2.152288344,1.962873446,-0.070070434,1.146128036
AF,Sapajus_robustus,M,y,74,106,-40.1,-19.2,1.380211242,1.973127854,1.806179974,3.202760687,2.495544338,2.222716471,2.164352856,2.403120521,2.344392274,2.416640507,2.340444115,3.080265627,2.264817823,1.568201724,1.698970004,2.722633923,2.149219113,2.562292864,2.152288344,1.962873446,-0.070070434,1.146128036
AF,Sapajus_robustus,F,y,74,107,-40.1,-19.2,1.380211242,1.973127854,1.806179974,3.202760687,2.495544338,2.222716471,2.164352856,2.403120521,2.344392274,2.416640507,2.340444115,3.080265627,2.264817823,1.568201724,1.698970004,2.722633923,2.149219113,2.562292864,2.152288344,1.962873446,-0.070070434,1.146128036
AF,Sapajus_robustus,M,y,74,108,-40.1,-19.2,1.380211242,1.973127854,1.806179974,3.202760687,2.495544338,2.222716471,2.164352856,2.403120521,2.344392274,2.416640507,2.340444115,3.080265627,2.264817823,1.568201724,1.698970004,2.722633923,2.149219113,2.562292864,2.152288344,1.962873446,-0.070070434,1.146128036
AF,Sapajus_robustus,F,y,72,109,-40.667,-19.45,1.383815366,2.029383778,1.819543936,3.204662512,2.506505032,2.204119983,2.206825876,2.40654018,2.344392274,2.419955748,2.344392274,3.070037867,2.303196057,1.414973348,1.799340549,2.758154622,1.986771734,2.59439255,1.986771734,1.943265438,-0.070070434,1.176091259
AF,Sapajus_robustus,F,y,74,110,-40.1,-19.2,1.380211242,1.973127854,1.806179974,3.202760687,2.495544338,2.222716471,2.164352856,2.403120521,2.344392274,2.416640507,2.340444115,3.080265627,2.264817823,1.568201724,1.698970004,2.722633923,2.149219113,2.562292864,2.152288344,1.962873446,-0.070070434,1.146128036
AF,Sapajus_robustus,F,y,74,111,-40.1,-19.2,1.380211242,1.973127854,1.806179974,3.202760687,2.495544338,2.222716471,2.164352856,2.403120521,2.344392274,2.416640507,2.340444115,3.080265627,2.264817823,1.568201724,1.698970004,2.722633923,2.149219113,2.562292864,2.152288344,1.962873446,-0.070070434,1.146128036
AF,Sapajus_robustus,M,y,74,112,-40.1,-19.2,1.380211242,1.973127854,1.806179974,3.202760687,2.495544338,2.222716471,2.164352856,2.403120521,2.344392274,2.416640507,2.340444115,3.080265627,2.264817823,1.568201724,1.698970004,2.722633923,2.149219113,2.562292864,2.152288344,1.962873446,-0.070070434,1.146128036
AM,Sapajus_apella,F,y,3,113,-63.467,-8.75,1.414973348,2.012837225,1.857332496,2.762678564,2.51851394,2.271841607,2.155336037,2.411619706,2.408239965,2.426511261,2.401400541,3.359835482,2.558708571,1.361727836,1.799340549,3.004321374,1.991226076,2.699837726,2.274157849,2.038624145,-0.069050976,1.491361694
AF,Sapajus_robustus,M,y,73,114,-41.15,-19.317,1.382017043,2.068185862,1.819543936,3.228400359,2.5132176,2.173186268,2.247973266,2.408239965,2.344392274,2.416640507,2.338456494,3.068185862,2.318063335,1.322219295,1.851258349,2.781036939,1.838849091,2.62838893,1.924279286,1.899915104,-0.046240314,1.301029996
AF,Sapajus_robustus,M,y,73,115,-41.15,-19.317,1.382017043,2.068185862,1.819543936,3.228400359,2.5132176,2.173186268,2.247973266,2.408239965,2.344392274,2.416640507,2.338456494,3.068185862,2.318063335,1.322219295,1.851258349,2.781036939,1.838849091,2.62838893,1.924279286,1.899915104,-0.046240314,1.301029996
AF,Sapajus_robustus,F,y,71,116,-43,-19.75,1.322219295,2.068185862,1.792391689,3.319730494,2.46834733,2.033423755,2.269512944,2.357934847,2.255272505,2.369215857,2.255272505,3.122870923,2.423245874,1.041392685,1.913813852,2.865103975,1.579783597,2.726727209,1.579783597,1.897126521,-0.017728776,1.322219295
